index	prediction	positive_score
144	negative	-1.7663859128952026
145	positive	2.1546008586883545
146	positive	0.82243412733078
147	positive	1.8078596591949463
148	positive	1.4249687194824219
149	negative	-0.6535233855247498
150	negative	-0.39778953790664673
151	negative	-0.8930823802947998
152	positive	0.1526045799255371
153	negative	-1.411907434463501
154	positive	0.15406623482704163
155	negative	-2.474292039871216
156	negative	-1.9050157070159912
157	negative	-2.865216016769409
158	positive	0.2305293083190918
159	negative	-1.4247535467147827
160	negative	-1.410557508468628
161	negative	-1.5744614601135254
162	negative	-1.6144639253616333
163	positive	0.684941828250885
164	negative	-2.4635064601898193
165	positive	2.3415238857269287
166	negative	-2.6765172481536865
167	positive	1.2944039106369019
168	positive	0.15063410997390747
169	positive	1.7450052499771118
170	positive	2.211890697479248
171	positive	0.38487935066223145
172	positive	1.7504278421401978
173	positive	0.8448066115379333
174	positive	1.1129356622695923
175	negative	-2.6789047718048096
176	negative	-2.1956491470336914
177	negative	-2.3658063411712646
178	negative	-2.602701187133789
179	negative	-1.1635750532150269
180	negative	-1.640064001083374
181	positive	2.6572275161743164
182	negative	-2.4554688930511475
183	positive	0.7854201197624207
184	positive	2.2313432693481445
185	negative	-2.5897350311279297
186	positive	1.1224355697631836
187	negative	-0.7136504650115967
188	negative	-2.3406379222869873
189	negative	-1.7085113525390625
190	negative	-1.581727147102356
191	positive	1.5123286247253418
192	positive	1.5548629760742188
193	positive	0.9949566125869751
194	negative	-2.0843472480773926
195	negative	-1.8376097679138184
196	negative	-2.5556883811950684
197	positive	2.0362582206726074
198	negative	-0.5595534443855286
199	positive	0.37374553084373474
200	positive	1.4864320755004883
201	negative	-0.8575388193130493
202	negative	-2.443573474884033
203	positive	1.0520650148391724
204	negative	-0.7454006671905518
205	negative	-0.7323629260063171
206	negative	-2.1183230876922607
207	negative	-1.4796487092971802
208	negative	-2.778231382369995
209	negative	-2.656836748123169
210	negative	-1.4716416597366333
211	negative	-0.7462864518165588
212	negative	-1.4701192378997803
213	positive	1.9592368602752686
214	positive	2.7148184776306152
215	positive	3.1344592571258545
216	negative	-0.2136915624141693
217	negative	-2.0960545539855957
218	negative	-1.0923397541046143
219	positive	0.24894237518310547
220	negative	-1.9281948804855347
221	positive	0.9654446840286255
222	negative	-1.2162503004074097
223	positive	0.3768630027770996
224	positive	1.183853030204773
225	positive	1.7016193866729736
226	positive	2.1711175441741943
227	positive	2.5819218158721924
228	negative	-0.5182705521583557
229	negative	-1.3163186311721802
230	positive	2.9067790508270264
231	positive	0.8428751826286316
232	negative	-2.829345464706421
233	positive	2.5831873416900635
234	negative	-0.7866634726524353
235	negative	-2.6160619258880615
236	positive	1.2768149375915527
237	positive	2.9738149642944336
238	negative	-0.5017296671867371
239	positive	0.1919267177581787
240	negative	-1.261129379272461
241	positive	2.55076265335083
242	negative	-2.31846284866333
243	positive	0.7207523584365845
244	negative	-0.05824907869100571
245	positive	2.6057913303375244
246	positive	1.5540729761123657
247	positive	2.758455276489258
248	positive	2.222343683242798
249	positive	2.1721351146698
250	negative	-0.04098367318511009
251	negative	-0.4681207835674286
252	positive	2.4958059787750244
253	positive	0.05805152282118797
254	negative	-1.2377817630767822
255	positive	1.150883674621582
256	negative	-0.4932291507720947
257	negative	0.023320773616433144
258	positive	2.492269277572632
259	positive	2.1386044025421143
260	negative	-0.6923039555549622
261	positive	3.094209671020508
262	positive	1.8872872591018677
263	positive	1.084181785583496
264	positive	1.0976818799972534
265	negative	-1.3041276931762695
266	negative	-0.9912599325180054
267	positive	1.8593952655792236
268	negative	-0.4589156210422516
269	positive	2.008472204208374
270	negative	-0.3000124394893646
271	positive	0.7213631868362427
272	negative	-2.1852986812591553
273	negative	-0.025040648877620697
274	negative	-1.8687583208084106
275	positive	1.5295385122299194
276	negative	-0.4125637412071228
277	positive	2.687540292739868
278	positive	1.5270572900772095
279	negative	-2.931711435317993
280	negative	-2.2079858779907227
281	negative	-1.1247056722640991
282	positive	2.2410385608673096
283	positive	0.4275883734226227
284	negative	-0.7517479062080383
285	positive	1.1595935821533203
286	negative	-2.676764726638794
287	negative	-0.47546011209487915
288	positive	2.473316192626953
289	negative	-2.562405824661255
290	positive	0.19195756316184998
291	negative	-2.4227144718170166
292	positive	2.2449331283569336
293	positive	1.7606720924377441
294	negative	-1.133257269859314
295	positive	0.5180157423019409
296	negative	-2.200148344039917
297	positive	2.572777271270752
298	positive	0.7283401489257812
299	positive	2.3130345344543457
300	negative	-1.170199990272522
301	positive	0.7685059309005737
302	negative	-0.6415576934814453
303	positive	2.320322036743164
304	positive	0.25178027153015137
305	negative	-2.1804895401000977
306	negative	-1.769280195236206
307	negative	-0.16887995600700378
308	negative	-0.8466499447822571
309	positive	1.4780198335647583
310	positive	0.9346096515655518
311	positive	0.20183473825454712
312	negative	-0.38004183769226074
313	negative	-1.2628246545791626
314	positive	0.9584810733795166
315	negative	-0.33663904666900635
316	negative	-1.1777540445327759
317	negative	-2.6190927028656006
318	negative	-0.8570767045021057
319	negative	-2.038590669631958
320	positive	0.8945379853248596
321	positive	2.85009503364563
322	negative	-2.479078769683838
323	positive	1.0748642683029175
324	positive	2.233795404434204
325	negative	-2.19464373588562
326	positive	0.4252135157585144
327	positive	1.4458893537521362
328	positive	0.16508005559444427
329	positive	0.8849440217018127
330	positive	0.751695454120636
331	negative	-2.1909611225128174
332	positive	1.503988265991211
333	positive	2.3431780338287354
334	positive	2.268559455871582
335	negative	-2.6039960384368896
336	positive	1.479785680770874
337	negative	-0.45489686727523804
338	positive	1.5595519542694092
339	positive	1.901917815208435
340	negative	-1.7307995557785034
341	positive	2.6675944328308105
342	positive	1.4187777042388916
343	positive	1.7515220642089844
344	negative	-0.8219180703163147
345	positive	2.427233934402466
346	negative	-0.8201850056648254
347	negative	-1.0674530267715454
348	negative	-0.6083716154098511
349	negative	-2.2748708724975586
350	negative	-2.4335296154022217
351	negative	-2.8026137351989746
352	positive	3.036076784133911
353	negative	-2.2272846698760986
354	positive	0.29138800501823425
355	negative	-0.26521092653274536
356	negative	-2.415729522705078
357	positive	0.5112454891204834
358	positive	3.1256935596466064
359	positive	1.959669589996338
360	negative	-2.007509231567383
361	negative	-2.468453884124756
362	positive	1.4933359622955322
363	negative	-0.358296662569046
364	negative	-1.351560354232788
365	positive	2.7186594009399414
366	negative	-0.19687753915786743
367	negative	-2.5998194217681885
368	negative	-0.24734778702259064
369	positive	1.6385819911956787
370	negative	-0.5606095194816589
371	positive	2.027479648590088
372	negative	-2.8037428855895996
373	negative	-1.763780951499939
374	negative	-2.197042942047119
375	positive	1.775921106338501
376	positive	2.8023250102996826
377	negative	-1.9274210929870605
378	positive	1.5488190650939941
379	negative	-1.6963766813278198
380	negative	-1.714487910270691
381	positive	2.538606882095337
382	positive	0.6556318998336792
383	negative	-0.18914476037025452
384	negative	-0.7439305782318115
385	negative	-0.5730916261672974
386	negative	-1.5975912809371948
387	negative	-2.3856441974639893
388	negative	-2.9910457134246826
389	negative	-1.636987328529358
390	negative	-2.551957130432129
391	positive	0.4231162667274475
392	negative	-1.4841138124465942
393	negative	-2.3503646850585938
394	positive	2.002519130706787
395	positive	0.5548723340034485
396	positive	1.5403176546096802
397	positive	1.5425716638565063
398	positive	1.0166972875595093
399	positive	1.777180552482605
400	positive	2.020489454269409
401	positive	2.593538999557495
402	negative	-0.849913477897644
403	positive	0.681597113609314
404	negative	-2.3322994709014893
405	negative	-2.3606345653533936
406	positive	0.6062812805175781
407	positive	0.6575793623924255
408	positive	0.030686700716614723
409	positive	2.7800891399383545
410	positive	0.8499046564102173
411	positive	2.6319267749786377
412	negative	-0.8683128356933594
413	negative	-2.42643404006958
414	negative	-0.06669183820486069
415	positive	2.1631462574005127
416	positive	1.6480278968811035
417	negative	-0.8309556841850281
418	positive	2.2385473251342773
419	negative	-0.5149282217025757
420	positive	0.661271333694458
421	negative	-2.857114553451538
422	negative	-2.2228286266326904
423	negative	-1.3781685829162598
424	negative	-2.567092180252075
425	negative	-2.3855338096618652
426	positive	1.7447214126586914
427	negative	-2.632391929626465
428	negative	-2.124779224395752
429	negative	-1.4082157611846924
430	negative	-0.6852282881736755
431	negative	-2.2880361080169678
432	negative	-2.012199640274048
433	negative	-2.1388890743255615
434	positive	1.8884670734405518
435	negative	-0.3736131489276886
436	negative	-1.1523078680038452
437	positive	2.8511898517608643
438	positive	1.0079067945480347
439	negative	-1.4924936294555664
440	negative	-2.4636199474334717
441	positive	1.302316665649414
442	negative	-2.571760416030884
443	positive	1.6082957983016968
444	positive	0.618358314037323
445	negative	-2.1098804473876953
446	negative	-2.5205976963043213
447	positive	1.8024358749389648
448	negative	-0.9999679923057556
449	negative	-2.4954020977020264
450	negative	-0.7672200798988342
451	negative	-1.2000352144241333
452	negative	-2.565664291381836
453	negative	-0.8233729600906372
454	negative	-1.9434641599655151
455	negative	-2.6895928382873535
456	negative	-1.0115970373153687
457	negative	-1.1620124578475952
458	negative	-1.0521749258041382
459	negative	-1.9675432443618774
460	positive	0.5795617699623108
461	negative	-2.679722785949707
462	positive	0.5990228652954102
463	negative	-2.099043846130371
464	negative	-2.599649429321289
465	negative	0.12954364717006683
466	negative	-1.233823537826538
467	positive	1.9507993459701538
468	negative	-1.7261149883270264
469	positive	0.9374253749847412
470	negative	-2.3670294284820557
471	positive	0.7730257511138916
472	negative	-0.6668614149093628
473	positive	1.5371837615966797
474	positive	0.19132733345031738
475	positive	1.9259836673736572
476	positive	1.9329382181167603
477	positive	2.2054436206817627
478	negative	-1.1781816482543945
479	negative	-0.2591323256492615
480	positive	-0.03724049776792526
481	negative	-2.0466182231903076
482	positive	2.1249706745147705
483	negative	-0.08449816703796387
484	positive	3.0025830268859863
485	negative	-2.156233549118042
486	positive	0.07298200577497482
487	positive	1.5229780673980713
488	positive	2.00488018989563
489	positive	2.2101316452026367
490	negative	-2.040876626968384
491	negative	-1.4634497165679932
492	negative	-2.268336772918701
493	negative	-0.8013927936553955
494	negative	-1.8092615604400635
495	negative	-2.320340633392334
496	negative	-0.07933494448661804
497	positive	1.8694040775299072
498	negative	-1.3506343364715576
499	negative	-2.5539040565490723
500	negative	-1.182058334350586
501	negative	-0.04119352623820305
502	negative	-2.3419570922851562
503	negative	-1.9361872673034668
504	negative	-1.3264248371124268
505	negative	-1.6614761352539062
506	negative	-2.017573118209839
507	negative	-0.5085911750793457
508	negative	-2.177473306655884
509	positive	1.02552330493927
510	negative	-1.446332573890686
511	positive	2.4873740673065186
512	negative	-1.9333699941635132
513	positive	0.847890317440033
514	negative	-2.475648880004883
515	negative	-2.2901198863983154
516	positive	1.6522188186645508
517	positive	0.4408857822418213
518	positive	2.464240789413452
519	negative	-1.769457221031189
520	negative	-0.7149879932403564
521	positive	2.9940598011016846
522	negative	-2.756624698638916
523	negative	-0.6053876280784607
524	negative	-0.1449708640575409
525	positive	0.709518551826477
526	negative	-0.7995742559432983
527	negative	-2.7743594646453857
528	negative	-0.31724801659584045
529	positive	2.1951663494110107
530	negative	-1.394382119178772
531	negative	-1.209442377090454
532	negative	-1.8567554950714111
533	negative	-1.9417343139648438
534	negative	0.03686318174004555
535	positive	1.4413566589355469
536	negative	-2.047624349594116
537	negative	-1.7541736364364624
538	negative	-2.521500825881958
539	negative	-0.4894091486930847
540	positive	1.1214662790298462
541	negative	-0.9527815580368042
542	negative	-1.9399992227554321
543	negative	-1.577638030052185
544	negative	-1.7762494087219238
545	positive	0.849613606929779
546	negative	-0.8407993912696838
547	negative	-2.518157720565796
548	positive	2.5566787719726562
549	positive	2.0164897441864014
550	positive	1.739728331565857
551	positive	2.29361629486084
552	negative	-1.235937237739563
553	negative	-2.9292781352996826
554	negative	-1.631470799446106
555	positive	0.34887567162513733
556	positive	1.7266875505447388
557	positive	2.830005407333374
558	positive	1.0918723344802856
559	negative	-1.8033567667007446
560	positive	1.2468221187591553
561	negative	-0.8997113704681396
562	negative	-0.4412730932235718
563	positive	2.6346919536590576
564	negative	-2.181804895401001
565	negative	-2.3517324924468994
566	negative	-1.157434344291687
567	negative	-2.3970277309417725
568	negative	-0.7492282390594482
569	positive	2.972708225250244
570	negative	-1.7100698947906494
571	negative	-1.7005857229232788
572	negative	-2.3583908081054688
573	negative	-1.0802807807922363
574	negative	-1.2120376825332642
575	negative	-2.249802827835083
576	negative	-1.739732265472412
577	negative	-2.713447332382202
578	negative	-1.2320204973220825
579	negative	-0.34428155422210693
580	negative	-1.8550701141357422
581	positive	1.0531201362609863
582	positive	2.5213680267333984
583	positive	1.234787940979004
584	negative	-1.4369851350784302
585	negative	-1.5361140966415405
586	positive	0.37457704544067383
587	negative	-1.976670742034912
588	negative	-2.612238645553589
589	positive	1.6233769655227661
590	negative	-2.3373708724975586
591	negative	-0.9528350234031677
592	negative	-1.6386809349060059
593	positive	1.7429544925689697
594	positive	0.5263903737068176
595	negative	-1.3065544366836548
596	negative	-0.3019375801086426
597	positive	2.2496414184570312
598	positive	1.7783517837524414
599	negative	-1.9498965740203857
600	negative	-0.5511800050735474
601	positive	2.522287130355835
602	negative	-0.791087806224823
603	negative	-1.5002431869506836
604	negative	-0.31934574246406555
605	positive	2.4367966651916504
606	negative	-1.1181721687316895
607	negative	-2.3654091358184814
608	negative	-0.9466957449913025
609	positive	2.0524418354034424
610	positive	0.07600601762533188
611	negative	-0.20548678934574127
612	negative	-2.2425200939178467
613	negative	-2.5474472045898438
614	negative	-1.1484432220458984
615	positive	2.6784002780914307
616	positive	1.7529700994491577
617	positive	1.3059346675872803
618	negative	-2.2179484367370605
619	negative	-0.007969839498400688
620	positive	0.7327942848205566
621	negative	-0.7104620337486267
622	positive	1.5717424154281616
623	positive	0.07447464019060135
624	negative	-2.0101163387298584
625	positive	3.2156665325164795
626	negative	-2.6114864349365234
627	positive	1.2619131803512573
628	negative	0.06425357609987259
629	positive	2.3510851860046387
630	positive	3.005112409591675
631	negative	-1.88431978225708
632	negative	-2.426300525665283
633	negative	-2.9858334064483643
634	positive	0.44773760437965393
635	negative	-1.9301680326461792
636	negative	-0.2919688820838928
637	negative	-0.8325731754302979
638	negative	-2.5622923374176025
639	positive	3.038245439529419
640	positive	0.9024604558944702
641	positive	0.038075484335422516
642	positive	1.8706961870193481
643	negative	0.08291666954755783
644	negative	-0.3609653115272522
645	positive	2.1164259910583496
646	negative	-1.8633679151535034
647	positive	0.7138194441795349
648	positive	-0.03598487749695778
649	positive	1.3306025266647339
650	positive	0.47384992241859436
651	positive	1.8338803052902222
652	negative	-2.110544204711914
653	negative	-2.5271239280700684
654	negative	-1.3165379762649536
655	negative	-0.4486580789089203
656	negative	-0.5064260959625244
657	negative	-0.5111262798309326
658	negative	-0.13943298161029816
659	positive	0.33489087224006653
660	negative	-1.2524093389511108
661	negative	-1.5262295007705688
662	negative	-0.5817588567733765
663	negative	-1.9142946004867554
664	negative	-1.2671360969543457
665	negative	-1.4551206827163696
666	negative	-2.356987953186035
667	positive	1.1469621658325195
668	negative	-2.024686098098755
669	negative	-2.623209238052368
670	negative	-2.826176881790161
671	negative	-1.85237455368042
672	positive	1.247565746307373
673	positive	2.209545850753784
674	positive	0.7945540547370911
675	negative	-1.914512276649475
676	positive	0.9713216423988342
677	negative	-0.7064172625541687
678	negative	-1.3215301036834717
679	negative	-1.3942145109176636
680	negative	-2.808069944381714
681	negative	-0.01660015992820263
682	negative	-0.8728422522544861
683	positive	2.6979451179504395
684	positive	1.9728114604949951
685	negative	-2.1766693592071533
686	positive	1.5641542673110962
687	negative	-1.3832074403762817
688	positive	2.0989294052124023
689	negative	-2.422182321548462
690	positive	2.2144949436187744
691	negative	-2.1176340579986572
692	positive	1.1225097179412842
693	negative	-2.3131015300750732
694	negative	-1.4283671379089355
695	negative	-1.9296305179595947
696	positive	1.5657538175582886
697	negative	-0.388528972864151
698	negative	-1.5987259149551392
699	negative	-1.278383731842041
700	positive	0.4657771587371826
701	negative	-2.6541316509246826
702	negative	-2.281745195388794
703	positive	2.6232540607452393
704	negative	-1.4864178895950317
705	positive	1.9030073881149292
706	positive	2.663053274154663
707	negative	-2.47552227973938
708	negative	-1.9720163345336914
709	positive	2.598097562789917
710	negative	-1.3296903371810913
711	positive	0.6384877562522888
712	negative	-0.2304086834192276
713	negative	-1.1371041536331177
714	positive	0.483372300863266
715	positive	2.572941303253174
716	negative	-1.1478103399276733
717	positive	2.6928181648254395
718	negative	-0.5780584216117859
719	negative	-1.0977141857147217
720	positive	3.124929189682007
721	negative	0.07422014325857162
722	negative	-1.7092653512954712
723	positive	0.8961520791053772
724	positive	0.42565712332725525
725	positive	0.7579058408737183
726	negative	-2.75010085105896
727	negative	-1.8868454694747925
728	negative	-1.4149153232574463
729	positive	2.2592356204986572
730	negative	-0.36697569489479065
731	negative	-2.449469566345215
732	positive	1.6768990755081177
733	negative	-2.272096872329712
734	negative	-0.14834502339363098
735	positive	2.4292266368865967
736	negative	-1.2602039575576782
737	positive	-0.0224009957164526
738	positive	2.054903745651245
739	positive	1.521175503730774
740	negative	-1.4349713325500488
741	positive	1.5329185724258423
742	negative	-1.7456880807876587
743	negative	-1.6958857774734497
744	negative	-1.981549620628357
745	positive	0.40569692850112915
746	positive	0.9194739460945129
747	negative	-1.149314522743225
748	negative	-0.3245508670806885
749	negative	-1.8129019737243652
750	negative	-2.0440988540649414
751	negative	-2.5508134365081787
752	positive	0.889762818813324
753	positive	3.1054773330688477
754	negative	-0.9121514558792114
755	positive	0.44501936435699463
756	negative	-1.5971254110336304
757	negative	-1.2919727563858032
758	negative	-1.7547258138656616
759	positive	2.4880778789520264
760	positive	1.785632610321045
761	positive	2.0915486812591553
762	negative	-1.8094204664230347
763	negative	-0.8163681030273438
764	positive	0.9536405801773071
765	positive	1.4294753074645996
766	positive	0.5719268918037415
767	positive	1.3388501405715942
768	negative	-2.673144817352295
769	positive	1.3832848072052002
770	positive	1.6199029684066772
771	negative	0.0832970142364502
772	negative	-2.543304204940796
773	positive	1.5980592966079712
774	negative	-0.7747575044631958
775	negative	-2.488384962081909
776	positive	1.987012505531311
777	positive	1.152441143989563
778	positive	1.4744762182235718
779	positive	2.398488998413086
780	negative	-0.030086984857916832
781	negative	-0.698894739151001
782	positive	2.0827832221984863
783	positive	1.6455576419830322
784	positive	0.3583380877971649
785	positive	1.16697096824646
786	negative	-2.853837490081787
787	negative	-1.8026072978973389
788	negative	-0.1245502382516861
789	positive	0.12908928096294403
790	positive	2.322308301925659
791	negative	-2.7545828819274902
792	positive	0.5492242574691772
793	negative	-2.1104769706726074
794	positive	2.0802597999572754
795	positive	1.7907711267471313
796	negative	-1.7790555953979492
797	positive	2.6507277488708496
798	negative	-0.9308873414993286
799	negative	-2.5356791019439697
800	negative	-1.4555615186691284
801	positive	1.4396449327468872
802	negative	-1.6724853515625
803	negative	-2.6112327575683594
804	negative	-1.010729193687439
805	negative	-1.8987873792648315
806	positive	1.9410890340805054
807	positive	2.6639857292175293
808	positive	1.6304110288619995
809	positive	0.932895302772522
810	negative	0.018741415813565254
811	positive	1.5928372144699097
812	positive	1.4872654676437378
813	positive	1.8508214950561523
814	positive	2.4202067852020264
815	negative	-0.3669399619102478
816	positive	1.411985993385315
817	negative	-2.357283115386963
818	negative	-0.07952039688825607
819	negative	-2.2819151878356934
820	positive	0.997094452381134
821	positive	2.19406795501709
822	negative	-1.207293152809143
823	positive	2.016690492630005
824	positive	1.166157603263855
825	positive	1.9845246076583862
826	positive	2.204848289489746
827	negative	-1.7930394411087036
828	negative	-2.6583898067474365
829	negative	-0.8050929307937622
830	negative	-2.760505437850952
831	negative	-1.5131860971450806
832	positive	0.45379239320755005
833	positive	1.0742353200912476
834	negative	-0.5494310855865479
835	negative	-1.4338436126708984
836	negative	-2.2127597332000732
837	negative	-2.846693754196167
838	negative	-0.26874107122421265
839	negative	-0.6041057705879211
840	positive	1.6920086145401
841	positive	1.8396872282028198
842	negative	-2.370213508605957
843	positive	0.482882022857666
844	positive	2.238628625869751
845	negative	0.05572259798645973
846	negative	-2.3485209941864014
847	negative	-1.0150880813598633
848	negative	-1.6690866947174072
849	positive	2.7149739265441895
850	negative	-1.3421010971069336
851	negative	-2.3340861797332764
852	negative	-2.4976587295532227
853	negative	-1.2475824356079102
854	negative	-0.4779720604419708
855	positive	0.7577594518661499
856	positive	1.1685690879821777
857	negative	-0.3758096396923065
858	negative	-1.8317333459854126
859	negative	-2.1123147010803223
860	positive	2.5723352432250977
861	negative	-0.9892569184303284
862	positive	1.6582682132720947
863	negative	-2.883556842803955
864	positive	1.9221564531326294
865	positive	1.5817042589187622
866	positive	1.629067063331604
867	positive	2.5130765438079834
868	negative	-0.6037413477897644
869	negative	-0.004988288506865501
870	negative	-2.3174564838409424
871	positive	2.335693597793579
872	negative	-1.6291817426681519
873	negative	-2.2403221130371094
874	positive	1.0766756534576416
875	positive	0.9872328042984009
876	positive	1.703642725944519
877	positive	1.850611925125122
878	negative	-1.8032656908035278
879	negative	-1.1532143354415894
880	negative	-1.680114507675171
881	negative	-0.4754839539527893
882	positive	0.624168872833252
883	negative	-1.2488619089126587
884	positive	0.658015251159668
885	negative	-2.575096368789673
886	positive	1.4064456224441528
887	negative	-0.045074328780174255
888	negative	-1.7078105211257935
889	negative	-1.5981457233428955
890	negative	-2.4320337772369385
891	negative	-2.424166679382324
892	negative	-0.5897321701049805
893	positive	2.7292354106903076
894	positive	2.8674798011779785
895	positive	2.291731357574463
896	positive	1.39701509475708
897	negative	-2.053288698196411
898	positive	0.868132472038269
899	negative	-0.7188519835472107
900	positive	0.7119293212890625
901	negative	-0.7559559345245361
902	negative	-2.0867209434509277
903	negative	-0.6137973666191101
904	positive	2.7201902866363525
905	negative	-2.1852564811706543
906	positive	0.7218521237373352
907	negative	-1.8976436853408813
908	negative	-2.209331512451172
909	negative	-1.270397663116455
910	positive	2.302067756652832
911	negative	0.11501774191856384
912	negative	-1.2283707857131958
913	negative	-1.5655238628387451
914	positive	3.046848773956299
915	negative	-2.2040820121765137
916	negative	-2.601410388946533
917	negative	-2.0351688861846924
918	negative	-1.6064881086349487
919	positive	1.8400154113769531
920	negative	-2.178636312484741
921	positive	1.8509445190429688
922	positive	1.3936443328857422
923	negative	-0.3167944848537445
924	positive	1.6215392351150513
925	negative	-0.7263494729995728
926	negative	-0.6257503032684326
927	positive	1.1523600816726685
928	negative	-0.910736620426178
929	negative	-1.9706611633300781
930	positive	0.6176095604896545
931	positive	0.7094991207122803
932	positive	0.514024555683136
933	negative	-2.5462474822998047
934	negative	-0.6532386541366577
935	negative	-1.7576379776000977
936	negative	-0.36618277430534363
937	negative	-0.397722065448761
938	negative	-0.7850469946861267
939	positive	1.1492079496383667
940	positive	1.2506061792373657
941	negative	-0.5526230931282043
942	negative	-1.3785282373428345
943	positive	2.064169406890869
944	positive	1.3638646602630615
945	negative	-1.8031209707260132
946	negative	-2.2621688842773438
947	negative	-1.9696011543273926
948	positive	1.9112424850463867
949	negative	-0.4644826650619507
950	negative	-2.1147143840789795
951	positive	0.9039050936698914
952	negative	-2.6895198822021484
953	positive	2.2930469512939453
954	negative	-1.9516489505767822
955	negative	-2.714357376098633
956	negative	-0.5982009768486023
957	negative	-0.6858713030815125
958	negative	-1.332804560661316
959	negative	-1.6947532892227173
960	positive	1.1267386674880981
961	negative	-0.3782780170440674
962	positive	1.7821134328842163
963	positive	0.22613923251628876
964	positive	0.6363853812217712
965	negative	-1.3111774921417236
966	negative	-1.7399406433105469
967	positive	0.674763023853302
968	negative	-1.712894082069397
969	positive	2.828331470489502
970	positive	2.3006155490875244
971	positive	2.320922374725342
972	positive	1.2211604118347168
973	positive	0.3854357600212097
974	positive	1.9401413202285767
975	negative	-2.0098376274108887
